Epoch,Episodes,TimeCost(sec),Actor_Loss,Critic_Loss,Success,CollisionsAvg,ExRewardAvg,Range
44/300,22000,86.52,20.42,0.16,0.31,0.0,-79.48,0.1
45/300,22500,86.07,20.36,0.16,0.18,0.49,-90.1,0.1
46/300,23000,90.71,20.31,0.15,0.2,0.12,-89.13,0.1
47/300,23500,83.87,20.32,0.18,0.19,0.6,-89.26,0.1
48/300,24000,87.75,20.39,0.16,0.22,0.02,-86.69,0.1
49/300,24500,86.07,20.36,0.15,0.19,0.07,-89.14,0.1
50/300,25000,83.73,20.31,0.16,0.24,0.64,-85.54,0.1
51/300,25500,88.97,20.3,0.15,0.24,0.01,-85.17,0.1
52/300,26000,86.54,20.27,0.14,0.19,0.0,-89.03,0.1
53/300,26500,84.76,20.33,0.15,0.2,0.0,-88.18,0.1
54/300,27000,86.93,20.37,0.14,0.18,0.3,-89.92,0.1
55/300,27500,82.82,20.33,0.15,0.19,0.1,-89.2,0.1
56/300,28000,87.38,20.37,0.15,0.27,1.02,-82.88,0.1
57/300,28500,83.3,20.37,0.14,0.15,0.0,-92.27,0.1
58/300,29000,87.73,20.35,0.13,0.2,0.0,-88.33,0.1
59/300,29500,86.18,20.29,0.14,0.2,0.5,-88.82,0.1
60/300,30000,84.94,20.33,0.13,0.26,0.0,-83.92,0.1
61/300,30500,84.09,20.32,0.13,0.26,0.0,-84.0,0.1
62/300,31000,87.07,20.38,0.16,0.24,0.07,-85.61,0.1
63/300,31500,83.57,20.31,0.14,0.23,0.57,-86.08,0.1
64/300,32000,87.74,20.36,0.16,0.22,0.57,-86.88,0.1
65/300,32500,89.84,20.36,0.14,0.18,0.0,-89.65,0.1
66/300,33000,85.5,20.22,0.14,0.3,0.0,-80.52,0.1
67/300,33500,87.67,20.33,0.15,0.27,0.03,-82.77,0.1
68/300,34000,83.12,20.23,0.15,0.23,0.04,-85.85,0.1
69/300,34500,84.76,20.28,0.14,0.28,1.87,-83.05,0.1
70/300,35000,89.91,20.35,0.15,0.31,0.24,-80.0,0.1
71/300,35500,85.53,20.32,0.14,0.29,0.32,-82.61,0.1
72/300,36000,86.76,20.26,0.13,0.29,0.06,-81.45,0.1
73/300,36500,85.16,20.27,0.15,0.18,0.07,-89.88,0.1
74/300,37000,86.81,20.29,0.15,0.19,0.0,-89.01,0.1
75/300,37500,86.03,20.34,0.14,0.21,0.02,-87.59,0.1
76/300,38000,85.02,20.29,0.13,0.25,0.0,-85.07,0.1
77/300,38500,88.45,20.26,0.14,0.21,0.0,-86.56,0.1
78/300,39000,86.54,20.2,0.14,0.23,0.01,-85.95,0.1
79/300,39500,87.51,20.26,0.15,0.22,0.63,-86.92,0.1
80/300,40000,85.84,20.27,0.15,0.24,0.41,-85.37,0.1
81/300,40500,82.79,20.35,0.15,0.17,0.11,-90.87,0.1
82/300,41000,87.51,20.42,0.15,0.23,0.0,-85.92,0.1
83/300,41500,85.66,20.4,0.15,0.26,0.07,-84.18,0.1
84/300,42000,92.03,20.4,0.17,0.22,0.1,-86.87,0.1
85/300,42500,86.67,20.34,0.14,0.22,0.21,-86.85,0.1
86/300,43000,85.41,20.41,0.16,0.27,0.24,-83.39,0.1
87/300,43500,89.51,20.33,0.16,0.31,0.11,-79.64,0.1
88/300,44000,89.06,20.29,0.15,0.21,1.12,-88.06,0.1
89/300,44500,89.11,20.26,0.16,0.26,0.8,-84.08,0.1
90/300,45000,87.23,20.29,0.17,0.26,0.41,-83.69,0.1
91/300,45500,87.44,20.16,0.16,0.16,0.81,-92.07,0.1
92/300,46000,88.22,20.22,0.16,0.17,0.79,-91.1,0.1
93/300,46500,85.4,20.22,0.17,0.3,0.7,-81.34,0.1
94/300,47000,88.06,20.12,0.16,0.22,0.03,-86.82,0.1
95/300,47500,89.54,20.17,0.14,0.22,0.35,-86.53,0.1
96/300,48000,86.17,20.27,0.16,0.21,0.26,-87.61,0.1
97/300,48500,88.14,20.3,0.17,0.17,0.45,-90.84,0.1
98/300,49000,86.05,20.37,0.16,0.31,0.02,-79.6,0.1
99/300,49500,85.8,20.32,0.15,0.28,0.0,-82.44,0.1
100/300,50000,85.68,20.33,0.17,0.19,0.0,-89.22,0.1
101/300,50500,88.78,19.96,0.18,0.29,0.56,-82.16,0.1
102/300,51000,82.65,18.01,0.2,0.22,0.12,-86.77,0.1
103/300,51500,85.93,20.07,0.17,0.24,0.22,-85.43,0.1
104/300,52000,89.85,20.27,0.16,0.23,0.0,-86.0,0.1
105/300,52500,93.44,20.28,0.19,0.17,0.55,-90.91,0.1
106/300,53000,84.4,20.22,0.17,0.28,0.04,-82.62,0.1
107/300,53500,87.75,20.27,0.18,0.23,0.34,-86.46,0.1
108/300,54000,88.8,20.33,0.18,0.2,0.31,-88.29,0.1
109/300,54500,85.02,20.32,0.18,0.24,0.74,-85.52,0.1
110/300,55000,88.53,20.28,0.19,0.29,0.73,-81.47,0.1
111/300,55500,86.31,20.16,0.19,0.25,0.01,-85.63,0.1
112/300,56000,85.65,20.29,0.2,0.21,0.04,-87.44,0.1
113/300,56500,85.75,20.33,0.2,0.27,1.06,-83.74,0.1
114/300,57000,88.21,20.15,0.19,0.24,0.14,-85.42,0.1
115/300,57500,84.53,20.11,0.19,0.21,0.45,-87.88,0.1
116/300,58000,87.91,20.16,0.19,0.25,0.02,-84.82,0.1
117/300,58500,87.28,20.33,0.21,0.21,0.0,-87.79,0.1
118/300,59000,85.01,20.14,0.2,0.2,0.38,-89.22,0.1
119/300,59500,88.55,19.84,0.23,0.13,0.96,-94.39,0.1
120/300,60000,86.26,19.96,0.22,0.18,0.57,-90.4,0.1
121/300,60500,87.32,19.85,0.23,0.22,0.0,-87.53,0.1
122/300,61000,86.51,14.81,0.27,0.26,0.39,-84.23,0.1
123/300,61500,88.85,18.6,0.2,0.26,1.53,-84.78,0.1
124/300,62000,87.16,16.85,0.3,0.25,0.03,-84.34,0.1
125/300,62500,87.74,18.02,0.24,0.24,0.15,-85.34,0.1
126/300,63000,86.28,19.87,0.25,0.32,0.15,-79.77,0.1
127/300,63500,86.54,20.02,0.23,0.37,0.05,-75.18,0.1
128/300,64000,85.3,20.12,0.24,0.24,0.14,-85.63,0.1
129/300,64500,88.83,19.99,0.25,0.31,0.26,-81.19,0.1
130/300,65000,87.35,19.95,0.24,0.29,0.05,-82.59,0.1
131/300,65500,91.99,19.6,0.25,0.18,0.35,-90.71,0.1
132/300,66000,89.17,19.64,0.24,0.24,0.32,-85.76,0.1
133/300,66500,88.18,19.97,0.26,0.19,0.27,-89.29,0.1
134/300,67000,85.14,19.94,0.27,0.24,0.52,-87.08,0.1
135/300,67500,87.75,19.83,0.25,0.27,0.0,-83.23,0.1
136/300,68000,90.11,19.43,0.26,0.35,0.79,-78.08,0.1
137/300,68500,87.48,19.01,0.27,0.31,0.45,-82.27,0.1
138/300,69000,87.33,18.75,0.3,0.26,1.01,-84.59,0.1
139/300,69500,91.07,18.52,0.29,0.3,0.13,-81.02,0.1
140/300,70000,88.7,19.41,0.28,0.28,0.99,-83.52,0.1
141/300,70500,86.35,19.73,0.31,0.23,0.48,-85.9,0.1
142/300,71000,87.61,19.79,0.32,0.27,1.18,-84.08,0.1
143/300,71500,87.95,19.69,0.3,0.3,0.19,-82.42,0.1
144/300,72000,89.32,19.76,0.27,0.25,1.04,-86.38,0.1
145/300,72500,87.58,19.83,0.32,0.29,1.37,-82.46,0.1
146/300,73000,90.75,19.97,0.33,0.31,0.68,-79.98,0.1
147/300,73500,88.46,19.93,0.34,0.26,0.1,-85.54,0.1
148/300,74000,88.7,19.9,0.31,0.37,0.93,-77.72,0.1
149/300,74500,86.76,19.85,0.34,0.34,0.63,-79.01,0.1
150/300,75000,89.74,19.68,0.31,0.34,0.18,-77.55,0.1
151/300,75500,88.21,19.37,0.33,0.32,0.32,-80.28,0.1
152/300,76000,88.93,17.53,0.39,0.31,0.77,-81.07,0.1
153/300,76500,87.98,18.01,0.35,0.32,0.42,-79.53,0.1
154/300,77000,91.5,18.75,0.37,0.27,0.12,-83.03,0.1
155/300,77500,88.37,18.81,0.36,0.42,0.0,-71.5,0.1
156/300,78000,86.01,19.15,0.39,0.32,0.08,-80.56,0.1
157/300,78500,87.95,19.12,0.38,0.31,0.45,-79.81,0.1
158/300,79000,90.39,18.84,0.44,0.39,0.39,-74.38,0.1
159/300,79500,93.24,19.1,0.43,0.32,0.74,-80.9,0.1
160/300,80000,91.57,19.22,0.45,0.23,0.07,-82.99,0.1
161/300,80500,92.84,19.21,0.47,0.23,0.04,-84.93,0.1
162/300,81000,93.62,18.84,0.49,0.39,0.17,-73.16,0.1
163/300,81500,90.79,18.35,0.47,0.38,0.09,-75.84,0.1
164/300,82000,88.24,18.58,0.48,0.32,0.41,-79.71,0.1
165/300,82500,89.11,18.64,0.47,0.4,0.11,-71.72,0.1
166/300,83000,91.98,18.65,0.51,0.23,4.74,-88.31,0.1
167/300,83500,86.24,17.53,0.47,0.31,0.14,-79.87,0.1
168/300,84000,91.73,16.85,0.58,0.33,0.93,-78.96,0.1
169/300,84500,88.95,16.03,0.5,0.29,0.0,-81.32,0.1
170/300,85000,93.33,18.58,0.57,0.31,0.63,-80.3,0.1
171/300,85500,91.8,18.62,0.59,0.29,0.01,-79.69,0.1
172/300,86000,94.35,18.25,0.62,0.32,0.23,-78.18,0.1
173/300,86500,91.83,17.58,0.72,0.36,0.24,-74.49,0.1
174/300,87000,95.2,16.77,0.65,0.37,2.09,-75.6,0.1
175/300,87500,92.83,16.36,0.78,0.37,1.54,-77.17,0.1
176/300,88000,94.16,16.05,0.79,0.34,0.18,-77.06,0.1
177/300,88500,90.69,15.85,0.91,0.39,0.24,-74.1,0.1
178/300,89000,93.85,13.44,0.96,0.56,1.19,-61.58,0.1
179/300,89500,94.7,13.52,0.99,0.26,0.03,-75.54,0.1
180/300,90000,96.36,13.21,1.15,0.32,4.01,-79.16,0.1
181/300,90500,93.7,11.47,1.18,0.39,0.74,-72.78,0.1
182/300,91000,98.63,11.46,1.24,0.45,0.09,-63.01,0.1
183/300,91500,97.53,10.91,1.24,0.56,0.04,-61.97,0.1
184/300,92000,94.72,11.14,1.3,0.74,0.03,-41.81,0.1
185/300,92500,98.46,10.47,1.3,0.66,0.0,-48.64,0.1
186/300,93000,98.15,11.6,1.24,0.67,0.0,-42.98,0.1
187/300,93500,97.15,10.93,1.28,0.73,0.17,-40.85,0.1
188/300,94000,99.39,11.06,1.21,0.69,0.15,-41.16,0.1
189/300,94500,104.06,9.76,1.18,0.84,0.36,-26.6,0.1
190/300,95000,103.95,9.89,1.13,0.83,0.0,-27.41,0.1
191/300,95500,102.59,9.56,1.12,0.84,0.0,-30.02,0.1
192/300,96000,104.75,9.04,1.09,0.83,0.0,-26.96,0.1
193/300,96500,101.66,8.49,1.08,0.84,0.0,-27.44,0.1
194/300,97000,102.99,7.59,1.05,0.88,0.0,-21.36,0.1
195/300,97500,101.21,7.06,1.04,0.87,0.0,-25.56,0.1
196/300,98000,104.64,6.6,1.0,0.88,0.0,-25.19,0.1
197/300,98500,102.65,6.41,1.02,0.88,0.0,-24.4,0.1
198/300,99000,106.6,5.96,0.95,0.86,0.0,-20.61,0.1
199/300,99500,102.63,5.67,0.95,0.93,0.04,-17.97,0.1
200/300,100000,104.95,5.48,0.93,0.67,0.02,-45.15,0.4
201/300,100500,100.73,5.44,0.92,0.81,0.07,-39.32,0.4
202/300,101000,102.83,5.17,0.94,0.79,0.0,-35.76,0.4
203/300,101500,102.01,4.98,0.91,0.8,0.0,-33.3,0.4
204/300,102000,101.56,5.05,0.91,0.85,0.32,-31.03,0.4
205/300,102500,106.1,5.07,0.88,0.86,0.0,-29.19,0.4
206/300,103000,104.06,5.0,0.86,0.83,0.02,-32.69,0.4
207/300,103500,103.71,4.98,0.89,0.97,0.0,-22.93,0.4
208/300,104000,106.94,4.98,0.87,0.45,0.63,-63.51,0.7
209/300,104500,100.47,4.98,0.85,0.56,0.78,-54.52,0.7
210/300,105000,103.4,5.02,0.84,0.59,0.0,-48.13,0.7
211/300,105500,102.31,5.02,0.81,0.68,0.13,-46.31,0.7
212/300,106000,98.72,5.11,0.84,0.54,0.38,-57.32,0.7
213/300,106500,101.61,5.1,0.86,0.54,0.36,-53.36,0.7
214/300,107000,103.47,5.1,0.82,0.61,0.03,-51.15,0.7
215/300,107500,103.56,5.15,0.82,0.79,0.73,-39.76,0.7
216/300,108000,105.13,5.12,0.79,0.78,0.79,-38.74,0.7
217/300,108500,103.02,5.13,0.82,0.76,0.15,-35.76,0.7
218/300,109000,100.76,5.08,0.81,0.8,0.18,-36.89,0.7
219/300,109500,105.11,5.04,0.81,0.85,0.02,-33.88,0.7
220/300,110000,99.98,4.92,0.8,0.81,0.12,-33.89,0.7
221/300,110500,104.86,4.86,0.78,0.8,1.11,-34.2,0.7
222/300,111000,105.4,4.75,0.71,0.88,0.09,-27.0,0.7
223/300,111500,101.71,4.76,0.77,0.87,0.04,-31.2,0.7
224/300,112000,107.31,4.64,0.74,0.93,0.01,-26.91,0.7
225/300,112500,100.0,4.59,0.74,0.37,0.4,-72.07,1.0
226/300,113000,102.07,4.71,0.75,0.46,0.79,-62.16,1.0
227/300,113500,102.07,4.71,0.72,0.47,1.01,-63.38,1.0
228/300,114000,101.05,4.8,0.74,0.4,0.85,-72.7,1.0
229/300,114500,102.13,4.88,0.76,0.52,0.62,-59.46,1.0
230/300,115000,101.57,5.03,0.8,0.59,0.61,-55.8,1.0
231/300,115500,104.06,5.09,0.74,0.57,0.64,-55.12,1.0
232/300,116000,103.48,5.22,0.78,0.53,1.0,-58.05,1.0
233/300,116500,101.09,5.25,0.75,0.54,1.11,-58.01,1.0
234/300,117000,102.7,5.25,0.71,0.45,0.27,-60.91,1.0
235/300,117500,104.35,5.29,0.73,0.64,0.64,-50.29,1.0
236/300,118000,102.11,5.3,0.76,0.6,0.0,-50.69,1.0
237/300,118500,103.01,5.42,0.73,0.73,1.02,-40.4,1.0
238/300,119000,103.99,5.5,0.72,0.64,2.25,-49.1,1.0
239/300,119500,101.17,5.58,0.74,0.73,0.73,-40.74,1.0
240/300,120000,101.81,5.62,0.75,0.71,1.69,-43.82,1.0
241/300,120500,101.6,5.7,0.76,0.75,0.08,-41.04,1.0
242/300,121000,103.1,5.74,0.75,0.74,0.35,-43.55,1.0
243/300,121500,104.99,5.67,0.78,0.7,1.25,-44.6,1.0
244/300,122000,105.41,5.72,0.77,0.78,0.76,-42.06,1.0
245/300,122500,103.46,5.69,0.74,0.76,0.87,-41.28,1.0
246/300,123000,102.38,5.82,0.69,0.9,0.37,-31.49,1.0
247/300,123500,96.15,5.99,0.73,0.81,2.29,-38.73,1.0
248/300,124000,101.05,6.22,0.79,0.85,1.06,-35.5,1.0
249/300,124500,105.6,6.24,0.78,0.78,2.91,-40.32,1.0
250/300,125000,103.84,5.99,0.67,0.87,3.25,-35.11,1.0
251/300,125500,102.27,6.15,0.73,0.88,0.9,-32.18,1.0
252/300,126000,105.96,6.23,0.8,0.87,2.9,-33.56,1.0
253/300,126500,106.23,6.17,0.8,0.83,1.72,-32.92,1.0
254/300,127000,101.9,6.2,0.8,0.89,1.3,-34.87,1.0
255/300,127500,102.49,6.11,0.8,0.9,1.56,-31.82,1.0
256/300,128000,105.89,6.14,0.8,0.87,4.61,-33.83,1.0
257/300,128500,104.79,6.09,0.79,0.94,1.33,-33.0,1.0
258/300,129000,105.94,6.06,0.82,0.86,4.85,-36.48,1.0
259/300,129500,104.13,6.15,0.86,0.87,3.5,-35.46,1.0
260/300,130000,104.95,6.21,0.81,0.86,4.3,-35.23,1.0
261/300,130500,106.08,6.25,0.82,0.87,2.76,-33.9,1.0
262/300,131000,106.37,6.2,0.83,0.93,2.89,-32.96,1.0
263/300,131500,106.44,6.14,0.84,0.78,7.6,-45.37,1.0
264/300,132000,107.91,6.15,0.81,0.84,4.36,-34.12,1.0
265/300,132500,107.17,6.17,0.8,0.86,5.69,-35.11,1.0
266/300,133000,103.48,6.06,0.67,0.86,3.13,-34.08,1.0
267/300,133500,104.27,6.16,0.74,0.9,4.91,-33.71,1.0
268/300,134000,106.43,6.11,0.78,0.85,6.11,-36.7,1.0
269/300,134500,105.1,6.17,0.79,0.84,3.06,-35.0,1.0
270/300,135000,107.16,6.1,0.8,0.9,3.51,-31.93,1.0
271/300,135500,102.34,6.14,0.83,0.91,3.37,-29.77,1.0
272/300,136000,106.49,6.2,0.82,0.91,3.01,-32.39,1.0
273/300,136500,107.72,6.25,0.79,0.87,3.67,-33.65,1.0
274/300,137000,102.93,6.25,0.87,0.89,4.52,-36.73,1.0
275/300,137500,103.34,6.27,0.82,0.89,4.42,-31.94,1.0
276/300,138000,105.0,6.23,0.85,0.86,4.32,-34.18,1.0
277/300,138500,106.71,6.26,0.83,0.88,1.98,-30.26,1.0
278/300,139000,106.77,6.35,0.81,0.9,4.82,-30.36,1.0
279/300,139500,102.72,6.35,0.85,0.84,2.54,-35.69,1.0
280/300,140000,104.09,6.33,0.85,0.89,1.93,-28.32,1.0
281/300,140500,107.82,6.15,0.8,0.89,2.31,-30.39,1.0
282/300,141000,102.81,6.01,0.84,0.91,3.96,-30.45,1.0
283/300,141500,103.88,6.11,0.82,0.82,3.85,-37.45,1.0
284/300,142000,105.88,6.11,0.89,0.9,1.99,-31.14,1.0
285/300,142500,103.39,6.24,0.87,0.92,2.71,-31.71,1.0
286/300,143000,104.94,6.16,0.89,0.83,4.13,-35.82,1.0
287/300,143500,105.7,6.11,0.87,0.89,3.02,-32.31,1.0
288/300,144000,105.83,6.06,0.84,0.93,3.48,-29.61,1.0
289/300,144500,104.07,6.11,0.83,0.88,7.24,-38.9,1.0
290/300,145000,105.96,6.03,0.85,0.87,3.67,-33.91,1.0
291/300,145500,103.53,5.99,0.83,0.92,4.15,-30.4,1.0
292/300,146000,107.36,6.04,0.89,0.92,3.75,-30.23,1.0
293/300,146500,104.74,6.04,0.82,0.89,2.48,-29.94,1.0
294/300,147000,106.2,5.91,0.81,0.85,5.54,-35.16,1.0
295/300,147500,104.76,5.92,0.79,0.91,6.01,-33.06,1.0
296/300,148000,105.62,6.01,0.82,0.87,4.5,-32.9,1.0
297/300,148500,101.51,6.02,0.85,0.91,2.69,-28.21,1.0
298/300,149000,103.34,5.86,0.79,0.88,5.95,-33.99,1.0
299/300,149500,106.22,5.84,0.86,0.87,4.26,-33.15,1.0
300/300,150000,108.08,5.8,0.8,0.91,3.26,-31.0,1.0
