Epoch,Episodes,TimeCost(sec),Actor_Loss,Critic_Loss,Success,CollisionsAvg,ExRewardAvg,Range
1/200,500,242.67,11.69,0.35,0.96,5.51,-57.08,0.1
2/200,1000,248.49,11.68,0.3,1.0,1.02,-47.73,0.1
3/200,1500,252.23,12.17,0.28,0.95,1.04,-49.82,0.1
4/200,2000,253.46,11.25,0.27,1.0,1.2,-47.51,0.1
5/200,2500,257.72,10.56,0.27,1.0,2.19,-46.64,0.1
