tag: 
learn: normal
env: RandDynObstEnv-v1
render: False
scenario: 
control_mode: position
model_path: 
play_epoch: best
epochs: 350
cycles: 50
num_envs: 10
train_batches: 50
batch_size: 256
timesteps: 80
env_n_substeps: 20
num_obst: 1
gamma: 0.98
pi_lr: 0.001
q_lr: 0.001
act_l2: 1.0
polyak: 0.95
actor_layer_sizes: [512, 256, 128]
actor_batch_norm: [False, False, False]
critic_layer_sizes: [512, 256, 128]
critic_batch_norm: [False, False, False]
obj_lost_reward: -0.3
collision_reward: -0.5
clip_return: True
reward_min: -1.0
reward_max: 0.0
eps_act: 0.3
std_act: 0.2
buffer_size: 20000
buffer_type: energy
her: future
her_ratio: 0.8
pool_rule: full
goal_based: True
cur_acc: 0.0
obs_dims: [46]
acts_dims: [4]
compute_reward: <bound method RandDynObstEnv.compute_reward of <envs.rand_dyn_env.RandDynObstEnv object at 0x7f37752ac2b0>>
*** agent initialization complete ***
*** tester initialization complete ***


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
235/350             117500              102.27              5.87                0.92                0.88                1.22                -31.42              1.0                 
236/350             118000              101.94              5.86                0.88                0.8                 2.34                -38.73              1.0                 
237/350             118500              102.26              5.86                0.88                0.85                5.53                -38.28              1.0                 
238/350             119000              101.56              5.86                0.88                0.86                3.9                 -37.15              1.0                 
239/350             119500              102.02              5.83                0.89                0.92                2.98                -32.89              1.0                 
240/350             120000              101.75              5.85                0.88                0.86                1.97                -34.06              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
241/350             120500              102.61              5.8                 0.84                0.9                 2.38                -33.21              1.0                 
242/350             121000              102.34              5.84                0.89                0.89                2.78                -36.15              1.0                 
243/350             121500              102.2               5.85                0.92                0.85                5.38                -40.34              1.0                 
244/350             122000              102.22              5.86                0.9                 0.84                2.62                -36.37              1.0                 
245/350             122500              101.46              5.84                0.91                0.83                4.79                -40.36              1.0                 
246/350             123000              102.12              5.82                0.89                0.84                5.23                -38.42              1.0                 
247/350             123500              102.58              5.82                0.88                0.95                3.12                -29.43              1.0                 
248/350             124000              101.71              5.78                0.91                0.82                5.0                 -35.79              1.0                 
249/350             124500              102.89              5.73                0.86                0.89                3.64                -32.85              1.0                 
250/350             125000              102.51              5.83                0.88                0.9                 2.97                -32.0               1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
251/350             125500              102.63              5.75                0.91                0.9                 2.99                -33.12              1.0                 
252/350             126000              101.42              5.84                0.89                0.94                3.09                -33.64              1.0                 
253/350             126500              101.62              5.81                0.91                0.93                1.47                -30.55              1.0                 
254/350             127000              101.93              5.88                0.87                0.89                2.91                -32.8               1.0                 
255/350             127500              102.41              5.8                 0.88                0.87                4.87                -34.24              1.0                 
256/350             128000              101.78              5.82                0.86                0.85                2.99                -33.77              1.0                 
257/350             128500              102.21              5.81                0.91                0.85                3.18                -34.06              1.0                 
258/350             129000              102.54              5.84                0.9                 0.94                3.32                -31.16              1.0                 
259/350             129500              102.05              5.88                0.85                0.88                4.29                -35.75              1.0                 
260/350             130000              101.79              5.9                 0.93                0.87                4.2                 -35.03              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
261/350             130500              101.59              5.83                0.86                0.8                 5.34                -36.2               1.0                 
262/350             131000              101.51              5.78                0.88                0.91                3.95                -30.66              1.0                 
263/350             131500              102.1               5.73                0.86                0.93                2.96                -31.66              1.0                 
264/350             132000              101.81              5.76                0.87                0.89                2.36                -35.27              1.0                 
265/350             132500              102.37              5.72                0.89                0.88                4.1                 -33.05              1.0                 
266/350             133000              101.89              5.72                0.88                0.94                2.76                -29.34              1.0                 
267/350             133500              102.15              5.7                 0.87                0.91                2.85                -30.82              1.0                 
268/350             134000              102.0               5.63                0.9                 0.85                5.5                 -37.31              1.0                 
269/350             134500              101.9               5.73                0.91                0.89                5.88                -34.94              1.0                 
270/350             135000              102.7               5.69                0.93                0.82                3.77                -36.53              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
271/350             135500              102.4               5.72                0.86                0.88                2.93                -32.3               1.0                 
272/350             136000              102.13              5.71                0.88                0.88                3.88                -33.46              1.0                 
273/350             136500              102.14              5.65                0.87                0.98                0.63                -27.03              1.0                 
274/350             137000              102.98              5.71                0.87                0.89                3.78                -32.21              1.0                 
275/350             137500              102.23              5.64                0.86                0.91                2.87                -31.98              1.0                 
276/350             138000              101.42              5.64                0.85                0.93                2.22                -29.43              1.0                 
277/350             138500              101.8               5.71                0.88                0.85                3.05                -35.64              1.0                 
278/350             139000              101.78              5.63                0.92                0.9                 3.19                -33.07              1.0                 
279/350             139500              102.6               5.7                 0.85                0.91                1.07                -28.86              1.0                 
280/350             140000              102.31              5.61                0.86                0.87                1.96                -30.34              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
281/350             140500              102.64              5.76                0.81                0.87                5.1                 -34.02              1.0                 
282/350             141000              103.07              5.68                0.82                0.91                2.37                -29.68              1.0                 
283/350             141500              102.85              5.6                 0.86                0.92                3.57                -32.07              1.0                 
284/350             142000              102.63              5.71                0.88                0.91                3.8                 -33.09              1.0                 
285/350             142500              102.73              5.71                0.89                0.9                 4.97                -33.3               1.0                 
286/350             143000              101.93              5.68                0.86                0.87                3.14                -33.0               1.0                 
287/350             143500              102.19              5.69                0.88                0.93                1.4                 -29.4               1.0                 
288/350             144000              103.03              5.7                 0.88                0.89                3.57                -33.74              1.0                 
289/350             144500              102.93              5.71                0.88                0.88                2.79                -32.08              1.0                 
290/350             145000              102.62              5.78                0.84                0.89                2.69                -31.98              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
291/350             145500              102.88              5.78                0.87                0.93                1.28                -27.21              1.0                 
292/350             146000              103.39              5.77                0.88                0.9                 3.51                -31.17              1.0                 
293/350             146500              102.21              5.72                0.88                0.94                2.84                -26.58              1.0                 
294/350             147000              103.43              5.65                0.86                0.94                1.96                -27.68              1.0                 
295/350             147500              102.14              5.61                0.84                0.92                3.52                -28.84              1.0                 
296/350             148000              102.87              5.63                0.89                0.91                2.25                -29.21              1.0                 
297/350             148500              104.13              5.61                0.88                0.91                3.32                -32.18              1.0                 
298/350             149000              103.5               5.69                0.88                0.95                1.43                -23.51              1.0                 
299/350             149500              103.45              5.73                0.83                0.95                1.27                -28.36              1.0                 
300/350             150000              105.67              5.7                 0.86                0.91                3.44                -31.51              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
301/350             150500              107.41              5.77                0.84                0.94                1.91                -29.64              1.0                 
302/350             151000              107.41              5.67                0.85                0.85                3.39                -33.73              1.0                 
303/350             151500              107.06              5.65                0.85                0.9                 2.88                -33.89              1.0                 
304/350             152000              107.08              5.61                0.82                0.92                2.48                -30.07              1.0                 
305/350             152500              106.34              5.66                0.84                0.81                3.0                 -33.75              1.0                 
306/350             153000              106.41              5.7                 0.85                0.87                3.24                -34.85              1.0                 
307/350             153500              105.48              5.67                0.88                0.89                2.59                -29.6               1.0                 
308/350             154000              110.57              5.66                0.86                0.92                2.67                -30.77              1.0                 
309/350             154500              110.22              5.69                0.85                0.93                2.5                 -32.06              1.0                 
310/350             155000              108.55              5.58                0.86                0.93                3.12                -30.23              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
311/350             155500              108.96              5.6                 0.87                0.91                3.66                -31.45              1.0                 
312/350             156000              107.31              5.61                0.86                0.94                1.49                -27.97              1.0                 
313/350             156500              106.63              5.58                0.87                0.98                1.52                -26.78              1.0                 
314/350             157000              106.77              5.57                0.84                0.93                3.77                -31.13              1.0                 
315/350             157500              107.87              5.58                0.88                0.83                5.41                -41.37              1.0                 
316/350             158000              112.21              5.57                0.84                0.9                 3.91                -32.58              1.0                 
317/350             158500              111.59              5.57                0.82                0.94                2.45                -28.47              1.0                 
318/350             159000              110.85              5.57                0.86                0.93                1.92                -29.26              1.0                 
319/350             159500              110.73              5.61                0.84                0.89                1.01                -27.95              1.0                 
320/350             160000              108.95              5.6                 0.82                0.91                4.19                -30.09              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
321/350             160500              108.91              5.65                0.83                0.91                2.85                -31.57              1.0                 
322/350             161000              109.35              5.56                0.84                0.9                 3.13                -32.65              1.0                 
323/350             161500              109.67              5.62                0.82                0.92                1.33                -27.04              1.0                 
324/350             162000              116.26              5.58                0.77                0.93                1.67                -26.3               1.0                 
325/350             162500              119.41              5.59                0.85                0.9                 1.37                -27.32              1.0                 
326/350             163000              118.76              5.62                0.85                0.89                4.46                -32.74              1.0                 
327/350             163500              116.78              5.56                0.85                0.87                3.52                -32.04              1.0                 
328/350             164000              115.62              5.6                 0.85                0.89                3.37                -31.25              1.0                 
329/350             164500              116.18              5.61                0.83                0.88                3.57                -30.64              1.0                 
330/350             165000              117.96              5.55                0.89                0.93                1.79                -26.51              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
331/350             165500              123.59              5.58                0.83                0.9                 3.67                -29.31              1.0                 
332/350             166000              123.71              5.61                0.89                0.85                3.42                -31.96              1.0                 
333/350             166500              127.04              5.62                0.83                0.88                3.97                -29.67              1.0                 
334/350             167000              122.37              5.53                0.79                0.93                3.83                -31.86              1.0                 
335/350             167500              122.69              5.55                0.84                0.93                4.36                -32.42              1.0                 
336/350             168000              124.36              5.56                0.82                0.94                2.58                -28.21              1.0                 
337/350             168500              120.05              5.6                 0.82                0.91                2.79                -28.52              1.0                 
338/350             169000              127.44              5.53                0.84                0.96                1.39                -26.4               1.0                 
339/350             169500              128.83              5.5                 0.82                0.94                2.41                -28.38              1.0                 
340/350             170000              126.02              5.5                 0.8                 0.93                2.88                -29.8               1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
341/350             170500              125.48              5.56                0.82                0.9                 3.05                -28.89              1.0                 
342/350             171000              124.75              5.57                0.85                0.93                2.5                 -32.47              1.0                 
343/350             171500              128.97              5.59                0.83                0.9                 2.55                -29.66              1.0                 
344/350             172000              126.98              5.58                0.82                0.91                2.29                -28.65              1.0                 
345/350             172500              132.43              5.63                0.86                0.9                 2.77                -30.98              1.0                 
346/350             173000              131.09              5.58                0.86                0.85                1.76                -32.35              1.0                 
347/350             173500              128.92              5.62                0.82                0.9                 3.77                -31.04              1.0                 
348/350             174000              127.17              5.63                0.84                0.94                2.38                -27.33              1.0                 
349/350             174500              126.41              5.59                0.83                0.92                3.03                -31.24              1.0                 
350/350             175000              127.51              5.62                0.87                0.93                2.48                -28.83              1.0                 
