Epoch,Episodes,TimeCost(sec),Actor_Loss,Critic_Loss,Success,CollisionsAvg,ExRewardAvg,Range
1/200,500,265.87,13.09,0.39,0.0,0.0,-130.0,0.1
2/200,1000,271.06,12.82,0.53,0.05,6.55,-121.18,0.1
3/200,1500,291.45,12.88,0.48,0.6,5.78,-99.29,0.1
4/200,2000,291.15,12.16,0.4,0.47,6.9,-100.03,0.1
5/200,2500,301.0,12.41,0.4,0.92,4.84,-88.6,0.1
6/200,3000,299.18,12.1,0.41,0.88,4.07,-82.53,0.1
7/200,3500,303.82,12.5,0.4,0.85,10.34,-85.3,0.1
8/200,4000,301.97,12.49,0.38,0.8,5.75,-94.48,0.1
