tag: 
learn: normal
env: RandDynObstEnv-v1
render: True
scenario: 
control_mode: position
model_path: 
play_epoch: best
epochs: 400
cycles: 50
num_envs: 10
train_batches: 50
batch_size: 256
timesteps: 80
env_n_substeps: 20
num_obst: 1
gamma: 0.98
pi_lr: 0.001
q_lr: 0.001
act_l2: 1.0
polyak: 0.95
actor_layer_sizes: [512, 256, 128]
actor_batch_norm: [False, False, False]
critic_layer_sizes: [512, 256, 128]
critic_batch_norm: [False, False, False]
obj_lost_reward: -0.3
collision_reward: -0.5
clip_return: True
reward_min: -1.0
reward_max: 0.0
eps_act: 0.3
std_act: 0.2
buffer_size: 20000
buffer_type: energy
her: future
her_ratio: 0.8
pool_rule: full
goal_based: True
cur_acc: 0.0
obs_dims: [82]
acts_dims: [4]
compute_reward: <bound method RandDynObstEnv.compute_reward of <envs.rand_dyn_env.RandDynObstEnv object at 0x7ff6decbfca0>>
*** agent initialization complete ***
*** tester initialization complete ***


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
241/400             120500              121.9               6.37                0.8                 0.9                 3.64                -36.25              1.0                 
242/400             121000              117.7               6.52                0.97                0.89                3.79                -36.9               1.0                 
243/400             121500              121.84              6.47                0.94                0.9                 5.46                -37.47              1.0                 
244/400             122000              122.8               6.51                0.95                0.83                4.16                -38.01              1.0                 
245/400             122500              122.62              6.56                1.02                0.87                3.5                 -35.11              1.0                 
246/400             123000              118.58              6.5                 1.0                 0.92                2.58                -31.64              1.0                 
247/400             123500              120.36              6.44                0.97                0.86                3.55                -38.05              1.0                 
248/400             124000              122.02              6.48                1.0                 0.92                2.21                -33.69              1.0                 
249/400             124500              122.61              6.55                1.0                 0.88                3.46                -35.53              1.0                 
250/400             125000              123.02              6.51                0.97                0.86                4.53                -39.7               1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
251/400             125500              118.72              6.5                 0.96                0.94                2.09                -32.84              1.0                 
252/400             126000              121.24              6.41                1.0                 0.88                3.97                -36.33              1.0                 
253/400             126500              119.22              6.41                0.94                0.89                4.27                -37.32              1.0                 
254/400             127000              120.75              6.38                0.93                0.88                5.45                -38.98              1.0                 
255/400             127500              121.21              6.46                0.95                0.92                1.95                -32.33              1.0                 
256/400             128000              121.32              6.42                0.94                0.91                2.04                -34.89              1.0                 
257/400             128500              122.01              6.42                0.95                0.9                 3.1                 -33.36              1.0                 
258/400             129000              122.72              6.52                0.99                0.9                 2.09                -33.26              1.0                 
259/400             129500              121.89              6.51                0.94                0.87                4.67                -35.52              1.0                 
260/400             130000              122.45              6.49                0.96                0.89                4.95                -34.7               1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
261/400             130500              120.51              6.5                 0.99                0.88                2.44                -33.04              1.0                 
262/400             131000              121.77              6.47                0.98                0.92                3.18                -33.79              1.0                 
263/400             131500              124.18              6.41                0.95                0.9                 3.15                -35.63              1.0                 
264/400             132000              123.99              6.36                0.95                0.89                3.52                -34.57              1.0                 
265/400             132500              122.51              6.42                0.98                0.94                1.55                -31.87              1.0                 
266/400             133000              121.12              6.43                0.97                0.9                 3.33                -36.13              1.0                 
267/400             133500              120.9               6.41                0.99                0.93                3.53                -34.47              1.0                 
268/400             134000              124.06              6.42                1.05                0.93                3.57                -35.14              1.0                 
269/400             134500              116.71              6.31                0.86                0.9                 4.41                -36.16              1.0                 
270/400             135000              120.31              6.46                0.98                0.92                2.82                -34.21              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
271/400             135500              119.56              6.46                0.99                0.82                3.83                -38.84              1.0                 
272/400             136000              122.96              6.5                 0.96                0.91                3.69                -34.4               1.0                 
273/400             136500              124.22              6.4                 0.96                0.88                5.29                -37.04              1.0                 
274/400             137000              120.31              6.32                0.91                0.85                3.73                -38.99              1.0                 
275/400             137500              119.88              6.44                0.99                0.89                4.16                -35.78              1.0                 
276/400             138000              125.18              6.45                0.96                0.91                5.36                -35.96              1.0                 
277/400             138500              122.48              6.47                0.95                0.9                 3.31                -32.33              1.0                 
278/400             139000              122.89              6.47                0.99                0.91                3.05                -33.04              1.0                 
279/400             139500              120.1               6.42                0.89                0.89                3.75                -35.94              1.0                 
280/400             140000              123.23              6.49                1.04                0.89                3.91                -35.45              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
281/400             140500              123.36              6.47                1.0                 0.92                2.94                -34.46              1.0                 
282/400             141000              123.02              6.48                0.97                0.92                2.85                -32.87              1.0                 
283/400             141500              124.22              6.48                0.95                0.89                3.34                -33.53              1.0                 
284/400             142000              123.52              6.44                0.94                0.89                3.24                -34.92              1.0                 
285/400             142500              120.86              6.4                 1.02                0.94                2.78                -32.17              1.0                 
286/400             143000              119.35              6.45                0.96                0.92                3.02                -31.39              1.0                 
287/400             143500              121.35              6.51                1.02                0.9                 3.03                -35.09              1.0                 
288/400             144000              121.25              6.31                0.8                 0.81                3.41                -38.93              1.0                 
289/400             144500              120.77              6.38                0.96                0.94                2.26                -30.78              1.0                 
290/400             145000              124.03              6.47                1.01                0.93                2.06                -33.32              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
291/400             145500              119.09              6.46                1.01                0.9                 3.17                -33.67              1.0                 
292/400             146000              119.08              6.5                 1.02                0.89                2.89                -35.61              1.0                 
293/400             146500              119.92              6.45                1.04                0.87                5.04                -36.65              1.0                 
294/400             147000              121.1               6.54                1.03                0.89                3.37                -35.02              1.0                 
295/400             147500              121.46              6.49                0.98                0.87                5.84                -38.75              1.0                 
296/400             148000              123.29              6.55                1.0                 0.91                2.97                -35.56              1.0                 
297/400             148500              124.74              6.48                0.98                0.86                5.2                 -38.86              1.0                 
298/400             149000              123.56              6.46                0.99                0.88                5.77                -41.61              1.0                 
299/400             149500              118.39              6.51                1.02                0.89                3.57                -38.53              1.0                 
300/400             150000              121.19              6.52                1.02                0.85                6.02                -42.94              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
301/400             150500              122.63              6.45                0.93                0.86                3.59                -38.05              1.0                 
302/400             151000              122.5               6.58                1.05                0.9                 3.36                -34.97              1.0                 
303/400             151500              122.08              6.43                0.95                0.87                5.18                -39.75              1.0                 
304/400             152000              121.65              6.38                0.99                0.89                2.79                -33.45              1.0                 
305/400             152500              121.02              6.33                1.02                0.86                4.61                -36.34              1.0                 
306/400             153000              123.24              6.4                 1.02                0.93                4.06                -34.56              1.0                 
307/400             153500              122.5               6.44                1.01                0.84                3.66                -36.01              1.0                 
308/400             154000              122.23              6.52                0.98                0.88                4.48                -37.62              1.0                 
309/400             154500              119.66              6.5                 1.01                0.92                2.87                -32.6               1.0                 
310/400             155000              119.93              6.46                0.99                0.92                3.06                -32.8               1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
311/400             155500              123.06              6.34                0.87                0.88                3.36                -34.56              1.0                 
312/400             156000              121.87              6.52                1.0                 0.9                 3.06                -34.55              1.0                 
313/400             156500              123.96              6.42                0.97                0.87                3.42                -36.41              1.0                 
314/400             157000              122.1               6.44                1.03                0.92                2.42                -34.37              1.0                 
315/400             157500              122.9               6.37                0.88                0.95                2.42                -33.15              1.0                 
316/400             158000              122.42              6.37                0.83                0.92                4.94                -35.24              1.0                 
317/400             158500              121.53              6.36                0.85                0.95                2.05                -30.93              1.0                 
318/400             159000              122.69              6.43                0.89                0.86                4.1                 -38.66              1.0                 
319/400             159500              122.44              6.38                0.83                0.84                6.46                -38.13              1.0                 
320/400             160000              123.49              6.28                0.76                0.88                3.2                 -35.69              1.0                 


Epoch               Episodes            TimeCost(sec)       Actor_Loss          Critic_Loss         Success             CollisionsAvg       ExRewardAvg         Range               
321/400             160500              123.16              6.25                0.74                0.95                2.57                -30.69              1.0                 
